"","subject","Gender","Age","Income","numeric_income","Education","Country","FinancialLiteracy","condition","response"
"1017","R_3JejEr0lxQWpBeM","Female",63,"R$ 5501 - R$ 7700",3.125,19,"Brazil",2,"purchased",0
"1018","R_Deqv0QNNEMua4KZ","Male",57,"more than R$ 9900",5,14,"Brazil",3,"purchased",0
"1019","R_1ifmR5e69qXSydK","Female",54,"more than R$ 9900",5,17,"Brazil",3,"purchased",0
"1020","R_21amxp27AqyMMgH","Female",44,"more than R$ 9900",5,15,"Brazil",3,"purchased",1
"1021","R_2SibXC4N4EkxrWg","Male",25,"more than R$ 9900",5,15,"Brazil",4,"purchased",0
"1022","R_3CVm9EuViMhjl3k","Female",23,"R$ 2201 - R$ 3300",1.25,15,"Brazil",3,"purchased",1
"1023","R_YYbKdCl6Bjnakdb","Male",29,"more than R$ 9900",5,20,"Brazil",4,"purchased",0
"1024","R_2sdSgixaladaMsm","Female",27,"R$ 5501 - R$ 7700",3.125,17,"Brazil",4,"purchased",1
"1025","R_1kNaumezgSgJwSO","Female",25,"R$ 5501 - R$ 7700",3.125,15,"Brazil",3,"purchased",1
"1026","R_2cuUqRXyLTERJtV","Male",68,"Prefer not to answer",NA,12,"Brazil",3,"purchased",1
"1027","R_3L7ITnOVhmO5VvA","Female",36,"R$ 2201 - R$ 3300",1.25,25,"Brazil",4,"purchased",0
"1028","R_3n0gJCjSsTrtLgm","Female",40,"R$ 2201 - R$ 3300",1.25,18,"Brazil",2,"purchased",0
"1029","R_2qDvJrXGtwGUqQ7","Female",59,"less than R$ 1100",0,20,"Brazil",2,"purchased",1
"1030","R_x9MkC0rMUSZrk41","Male",37,"Prefer not to answer",NA,13,"Brazil",3,"purchased",1
"1031","R_scWeBJdquDDl5sZ","Female",72,"R$ 5501 - R$ 7700",3.125,22,"Brazil",3,"purchased",1
"1032","R_3scQw26OrR7jB3v","Female",32,"R$ 4401 - R$ 5500",2.5,20,"Brazil",3,"purchased",1
"1033","R_qI4svyd7HJzdeoh","Female",35,"$70,000 - $87,499",3,30,"Canada",4,"free",0
"1034","R_1oAnqXkhBEGtmkQ","Female",41,"More than $105,000",5,13,"Canada",4,"free",0
"1035","R_2ATl2x0BiwXZv6k","Female",34,"$87,500 - $104,999",4,14,"Canada",2,"free",0
"1036","R_11c1EDEKH2d7eQS","Female",50,"More than $105,000",5,18,"Canada",4,"free",1
"1037","R_3PSSiJCiWo84Gfd","Female",54,"More than $105,000",5,15,"Canada",3,"free",1
"1038","R_31BDtUudxV5NvGM","Male",40,"More than $105,000",5,17,"Canada",4,"free",0
"1039","R_1qUvqyAq9kbshKu","Female",38,"More than $105,000",5,15,"Canada",2,"free",0
"1040","R_0CH9emiBMCZL4T7","Female",29,"$50,000 - $69,999",2,19,"Canada",3,"free",0
"1041","R_3QWumCuhHN1bqoU","Female",26,"$50,000 - $69,999",2,16,"Canada",2,"free",0
"1042","R_1lmYIxMY7bBtkli","Female",32,"More than $105,000",5,17,"Canada",2,"free",0
"1043","R_20V5H2XEu8VONl7","Female",33,"More than $105,000",5,18,"Canada",2,"free",0
"1044","R_10UDCZYBctFo8Xd","Female",56,"Prefer not to answer",NA,20,"Canada",2,"free",1
"1045","R_Rr7jpjJZuzRvPIl","Female",41,"Less than $34,000",0,21,"Canada",1,"free",0
"1046","R_YRkliM6pGsDYr4d","Female",32,"$87,500 - $104,999",4,23,"Canada",3,"free",0
"1047","R_2CP3MkkZcdjUXff","Female",36,"More than $105,000",5,16,"Canada",3,"free",1
"1048","R_1DLQA8LwXfNQaZz","Female",47,"More than $105,000",5,21,"Canada",3,"free",0
"1049","R_Z4U5xarXc11VLgZ","Female",59,"$87,500 - $104,999",4,17,"Canada",3,"free",0
"1050","R_3Pv4FK9GySJIrtG","Male",39,"More than $105,000",5,18,"Canada",3,"free",1
"1051","R_x32sAWNM24Fgyop","Female",43,"More than $105,000",5,17,"Canada",2,"free",1
"1052","R_0OpISi6BNVmUss9","Female",45,"More than $105,000",5,22,"Canada",3,"free",0
"1053","R_xsIDstR6R1Jeonf","Male",27,"More than $105,000",5,18,"Canada",3,"free",1
"1054","R_1LjIhoZwVfouwGE","Female",34,"More than $105,000",5,18,"Canada",1,"free",0
"1055","R_1jiCUJJelnJphPx","Female",29,"More than $105,000",5,17,"Canada",3,"free",0
"1056","R_1r9u5OdtfCyCI6M","Female",38,"More than $105,000",5,17,"Canada",2,"free",1
"1057","R_1kUmQnFjUlx3kWc","Male",31,"More than $105,000",5,20,"Canada",4,"free",1
"1058","R_DAyPNdVblnvtIJ3","Female",34,"More than $105,000",5,19,"Canada",3,"free",1
"1059","R_3DdxiNhmHe2UPiP","Female",45,"More than $105,000",5,11,"Canada",1,"free",0
"1060","R_3iL7T6auqQdcTFL","Female",30,"$50,000 - $69,999",2,24,"Canada",2,"free",1
"1061","R_2yqtHdzyr1xJo2A","Female",33,"$34,000 - $49,999",1,17,"Canada",2,"free",1
"1062","R_2743DLII89fV74r","Female",33,"$34,000 - $49,999",1,17,"Canada",2,"free",0
"1063","R_1Hqrc8CemZ3xxI3","Female",26,"More than $105,000",5,17,"Canada",2,"free",0
"1064","R_DN1dusnQ83TwhtD","Female",35,"More than $105,000",5,17,"Canada",3,"free",0
"1065","R_3D5C5pvBRHJ5FUs","Male",27,"$70,000 - $87,499",3,15,"Canada",4,"free",0
"1066","R_1rBcA7DV89J0w8A","Male",40,"More than $105,000",5,15,"Canada",2,"free",0
"1067","R_2YV8UPRDJz7T0VE","Female",20,"$70,000 - $87,499",3,14,"Canada",2,"free",0
"1068","R_1OqspDHVeyg5XDN","Male",30,"$50,000 - $69,999",2,17,"Canada",3,"free",0
"1069","R_YahT9edLKg5gMNj","Female",43,"$87,500 - $104,999",4,18,"Canada",3,"free",0
"1070","R_2pJhMrs89gDPlY9","Male",34,"$50,000 - $69,999",2,19,"Canada",4,"free",0
"1071","R_aW2R6JWqjFrxaJH","Male",26,"$70,000 - $87,499",3,16,"Canada",3,"free",1
"1072","R_2ya83uxBA5gSYom","Female",56,"Less than $34,000",0,19,"Canada",3,"free",1
"1073","R_2pYkXYMXfN8U4Fn","Female",41,"$87,500 - $104,999",4,16,"Canada",4,"free",1
"1074","R_2tyDvZsKtCCW3BK","Male",73,"More than $105,000",5,17,"Canada",3,"free",1
"1075","R_3M3dc4kX07PyMmW","Female",31,"More than $105,000",5,10,"Canada",3,"free",1
"1076","R_ymveOaooDFtUQVP","Female",38,"$87,500 - $104,999",4,19,"Canada",3,"free",0
"1077","R_C1todJnt1uDaSDn","Male",75,"Prefer not to answer",NA,17,"Canada",4,"free",0
"1078","R_2tbRlSXBiN5KTdi","Female",41,"$87,500 - $104,999",4,14,"Canada",3,"free",1
"1079","R_3HRBSpg7G3dvx7m","Female",47,"More than $105,000",5,18,"Canada",3,"free",1
"1080","R_216Dr0XHnQmHBgs","Male",39,"More than $105,000",5,15,"Canada",3,"free",0
"1081","R_1i8Vhn6PKbpwmTY","Female",40,"More than $105,000",5,24,"Canada",4,"free",0
"1082","R_2tDyepmWSYCRKeh","Female",62,"$87,500 - $104,999",4,15,"Canada",1,"free",0
"1083","R_3sAEuNgOHSB3nD0","Female",70,"$87,500 - $104,999",4,18,"Canada",2,"free",1
"1084","R_3g8eCB3QgwBH7Qo","Female",34,"Less than $34,000",0,18,"Canada",3,"free",0
"1085","R_2ux3kGOna8Bd4iB","Female",38,"$70,000 - $87,499",3,20,"Canada",2,"free",0
"1086","R_3MSaI0RQkk4TLSS","Female",52,"Prefer not to answer",NA,12,"Canada",2,"free",1
"1087","R_12RVrVWQHq0DAg3","Female",47,"$70,000 - $87,499",3,20,"Canada",4,"free",0
"1088","R_1Kqey0amiJYowoV","Female",28,"$70,000 - $87,499",3,23,"Canada",3,"free",0
"1089","R_OpRvDyuPGNowdc5","Female",44,"Prefer not to answer",NA,17,"Canada",2,"free",1
"1090","R_wTcTydI8bRVHZpD","Female",48,"$87,500 - $104,999",4,15,"Canada",3,"free",1
"1091","R_cuMwX25s3Du1SRr","Female",49,"More than $105,000",5,18,"Canada",3,"free",0
"1092","R_3R4LvUb2tRgFriE","Female",40,"$50,000 - $69,999",2,15,"Canada",3,"free",0
"1093","R_qyBdMpbWnfDGQMh","Female",67,"$34,000 - $49,999",1,15,"Canada",2,"free",0
"1094","R_2X5IldCoVeRbO3R","Female",35,"More than $105,000",5,20,"Canada",3,"free",0
"1095","R_9zC0gJukxiyHXfH","Female",61,"$87,500 - $104,999",4,14,"Canada",3,"free",1
"1096","R_1FFZWIDuesXVQ1E","Female",44,"More than $105,000",5,18,"Canada",4,"free",0
"1097","R_10MBYiZBvckhfdr","Female",45,"More than $105,000",5,20,"Canada",2,"free",0
"1098","R_3qvt4RCXexIgZpu","Female",49,"More than $105,000",5,19,"Canada",3,"free",1
"1099","R_3HIel3sfefAYtKf","Male",52,"$87,500 - $104,999",4,20,"Canada",3,"free",0
"1100","R_1rlhfod7siu68Fg","Male",48,"More than $105,000",5,13,"Canada",4,"free",1
"1101","R_3JLgBnvvTZv60L2","Female",33,"$50,000 - $69,999",2,17,"Canada",2,"free",0
"1102","R_e39RoutQI1stVol","Male",56,"More than $105,000",5,20,"Canada",4,"free",1
"1103","R_27QBqHEFDDCDv5e","Female",40,"Less than $34,000",0,22,"Canada",4,"free",0
"1104","R_1OGCmlb6ilLkPnJ","Male",33,"Less than $34,000",0,3,"Canada",4,"free",0
"1105","R_CjcZt0FlFRkRgat","Male",24,"$34,000 - $49,999",1,12,"Canada",3,"free",0
"1106","R_UR544fBDfy56eOd","Female",41,"$87,500 - $104,999",4,16,"Canada",1,"free",1
"1107","R_2ru1vT3ldCnCwgb","Female",24,"Less than $34,000",0,16,"Canada",4,"free",0
"1108","R_2xznLhGloeVTwp1","Female",51,"$70,000 - $87,499",3,20,"Canada",3,"free",1
"1109","R_10UzH9LbsgO95vE","Female",23,"$34,000 - $49,999",1,16,"Canada",2,"free",0
"1110","R_u54hGRLBwTH9JIt","Female",62,"$34,000 - $49,999",1,22,"Canada",2,"free",0
"1111","R_9tU3Bvw0AICV3CF","Male",37,"$34,000 - $49,999",1,12,"Canada",4,"free",0
"1112","R_1zSEcWmZckPIRod","Male",30,"$87,500 - $104,999",4,16,"Canada",4,"free",0
"1113","R_2wyt10uDQ41N8Cx","Male",24,"$34,000 - $49,999",1,12,"Canada",3,"free",0
"1114","R_s7oMHQUWMYKSKFH","Male",55,"$34,000 - $49,999",1,13,"Canada",2,"free",0
"1115","R_zYiaW922hLAmeOZ","Male",34,"More than $105,000",5,18,"Canada",3,"free",1
"1116","R_3dWDL3LFBdIgfPV","Male",45,"$50,000 - $69,999",2,25,"Canada",4,"free",0
"1117","R_1CjbMx0rGPcSCag","Female",25,"More than $105,000",5,16,"Canada",4,"free",0
"1118","R_ZJe0zObMzeGmNnX","Female",40,"More than $105,000",5,18,"Canada",4,"free",1
"1119","R_RWB0qn61HSKPmdX","Male",50,"More than $105,000",5,16,"Canada",3,"free",0
"1120","R_3MfXpTbh3xzZzFI","Female",39,"More than $105,000",5,21,"Canada",3,"free",0
"1121","R_1k0NTQOHoCEeGrB","Female",36,"$34,000 - $49,999",1,18,"Canada",3,"free",0
"1122","R_w6ukK2PyoFXqJNL","Female",64,"Less than $34,000",0,18,"Canada",4,"free",0
"1123","R_cM8WMmhSjqhgUY9","Female",39,"Prefer not to answer",NA,19,"Canada",3,"free",0
"1124","R_27qBRCpZ44OYbmB","Male",45,"$50,000 - $69,999",2,20,"Canada",4,"free",0
"1125","R_1LCH9DRVhSEev1i","Male",64,"More than $105,000",5,19,"Canada",4,"free",1
"1126","R_BXvPGZ9NouvsREJ","Male",38,"$50,000 - $69,999",2,22,"Canada",3,"free",0
"1127","R_QadPrq9TYRvCQ8x","Female",34,"More than $105,000",5,21,"Canada",3,"free",0
"1128","R_1lsFPhjfVI2p4kq","Male",54,"More than $105,000",5,17,"Canada",4,"free",0
"1129","R_1qgKsuS5zafuk88","Female",64,"$34,000 - $49,999",1,19,"Canada",4,"free",1
"1130","R_3QQT6fw1XB7X2eM","Male",65,"$70,000 - $87,499",3,17,"Canada",4,"free",0
"1131","R_22o7NqyijZhQBA0","Female",52,"More than $105,000",5,17,"Canada",4,"free",1
"1132","R_3L0dahSjx1AYyFR","Male",38,"More than $105,000",5,18,"Canada",3,"free",0
"1133","R_vD2YlNEztZsR80F","Male",46,"More than $105,000",5,23,"Canada",3,"free",0
"1134","R_1K0YvFOpsdUkW5M","Male",59,"$70,000 - $87,499",3,16,"Canada",4,"free",0
"1135","R_1CCJCVBhUTM58Eg","Male",45,"More than $105,000",5,20,"Canada",4,"free",1
"1136","R_3ERR2KnWeIV7Yym","Male",49,"$70,000 - $87,499",3,16,"Canada",4,"free",1
"1137","R_2XnbHIvYNIxrpH6","Male",49,"More than $105,000",5,4,"Canada",3,"free",1
"1138","R_3HZC67Vs9qPwF88","Female",46,"More than $105,000",5,17,"Canada",3,"free",0
"1139","R_2zXRRkeW32cQ8jv","Male",35,"More than $105,000",5,15,"Canada",4,"free",0
"1140","R_27KyOb9Xf139Sjg","Male",33,"$87,500 - $104,999",4,19,"Canada",4,"free",1
"1141","R_2DREFIJYLFct2Jj","Male",42,"$87,500 - $104,999",4,25,"Canada",4,"free",0
"1142","R_2TnqFlyn9iy9hmK","Male",47,"More than $105,000",5,18,"Canada",4,"free",0
"1143","R_2CrKoTXPHrDCkaW","Male",53,"$87,500 - $104,999",4,19,"Canada",4,"free",1
"1144","R_1DNJ6IYbkKfX6cd","Female",26,"$70,000 - $87,499",3,16,"Canada",4,"free",0
"1145","R_12bbTyBgNJVk417","Male",36,"Less than $34,000",0,12,"Canada",2,"free",0
"1146","R_8qAegySwSWE8hEd","Male",43,"More than $105,000",5,18,"Canada",4,"free",0
"1147","R_9oVuMZ8EkWfPnFv","Male",46,"More than $105,000",5,17,"Canada",4,"free",0
"1148","R_3hmX81cIqpP2bpi","Female",26,"$34,000 - $49,999",1,18,"Canada",2,"free",0
"1149","R_O7NrHTtOc4vDF6N","Male",35,"Less than $34,000",0,24,"Canada",0,"free",0
"1150","R_2ZDHCzFMHAESQ8l","Female",35,"$50,000 - $69,999",2,18,"Canada",2,"free",0
"1151","R_1d0joQTIEbugXDA","Female",23,"Less than $34,000",0,19,"Canada",1,"free",0
"1152","R_2t9DMbzKDwYHaXh","Female",21,"More than $105,000",5,16,"Canada",2,"free",1
"1153","R_1nMDvTpvfF1hFLu","Female",23,"Less than $34,000",0,17,"Canada",2,"free",0
"1154","R_1GNEionZdNod7rY","Male",34,"$50,000 - $69,999",2,14,"Canada",4,"free",0
"1155","R_1rDCHK7iC9iGi4q","Female",28,"Less than $34,000",0,20,"Canada",2,"free",0
"1156","R_2D8nfL8kijkcxII","Male",37,"$34,000 - $49,999",1,15,"Canada",3,"free",0
"1157","R_21mT4jDceeGLb36","Female",56,"Less than $34,000",0,20,"Canada",3,"free",1
"1158","R_2RX4mFvaWaYSYVx","Female",21,"$87,500 - $104,999",4,18,"Canada",2,"free",1
"1159","R_Diy388n8usz9bH3","Male",34,"Prefer not to answer",NA,16,"Canada",3,"free",0
"1160","R_1r97WbH4rij4PPe","Male",38,"More than $105,000",5,16,"Canada",4,"free",0
"1161","R_RUAE55re9I1i2SB","Male",41,"$87,500 - $104,999",4,17,"Canada",3,"free",0
"1162","R_WApy0D1tNtEScKZ","Female",37,"More than $105,000",5,20,"Canada",3,"free",0
"1163","R_2TMGVOYhRKCGFV8","Male",31,"Less than $34,000",0,17,"Canada",4,"free",0
"1164","R_sYDokeKmUttthZL","Male",30,"Less than $34,000",0,14,"Canada",1,"free",0
"1165","R_1H2z21IIGpAcTYn","Female",30,"$50,000 - $69,999",2,14,"Canada",4,"free",0
"1166","R_3Dp7TO6FcTAxu00","Male",20,"$70,000 - $87,499",3,17,"Canada",3,"free",1
"1167","R_3hmed2lUQVg7nr4","Male",24,"Less than $34,000",0,16,"Canada",4,"free",0
"1168","R_AMWvhXWIO23AM5X","Male",27,"$50,000 - $69,999",2,16,"Canada",4,"free",0
"1169","R_1ou3LYkmUHXGHBO","Female",25,"$70,000 - $87,499",3,12,"Canada",1,"free",0
"1170","R_21nAtTwZWoY6JiQ","Female",23,"Less than $34,000",0,13,"Canada",0,"free",0
"1171","R_1PcNEcVS0DoWiYI","Male",53,"$34,000 - $49,999",1,15,"Canada",4,"free",0
"1172","R_2zu1TciMp7x8zUB","Male",27,"More than $105,000",5,20,"Canada",2,"free",0
"1173","R_0OPMmp25xpvDW13","Female",24,"More than $105,000",5,17,"Canada",4,"free",0
"1174","R_1eJiiA8uLeHWfzl","Female",31,"More than $105,000",5,14,"Canada",0,"free",0
"1175","R_1gUA54vh66SIJ6q","Female",21,"Prefer not to answer",NA,16,"Canada",2,"free",0
"1176","R_1Kv9buBzgwnDXyC","Female",28,"Less than $34,000",0,18,"Canada",4,"free",0
"1177","R_2wtc51CuJ1KcqiS","Male",31,"$50,000 - $69,999",2,16,"Canada",2,"free",0
"1178","R_s5zvRla5TjzFj5T","Female",30,"More than $105,000",5,16,"Canada",4,"free",0
"1179","R_1IWbh0X0uBbLt66","Female",37,"Less than $34,000",0,15,"Canada",3,"free",0
"1180","R_2P1ADyqqTbcka6Y","Female",66,"More than $105,000",5,16,"Canada",3,"free",0
"1181","R_2rkZ5hR5MXAebTZ","Male",56,"More than $105,000",5,17,"Canada",3,"free",1
"1182","R_3R89btLi0mUAJNT","Male",55,"Less than $34,000",0,16,"Canada",4,"free",1
"1183","R_3FakyrmL0IqPCk9","Male",21,"$70,000 - $87,499",3,16,"Canada",2,"free",0
"1184","R_12JfDEU93UI83mw","Female",61,"$87,500 - $104,999",4,14,"Canada",3,"free",0
"1185","R_3R7X6TgFE5C1ZYN","Male",43,"$34,000 - $49,999",1,16,"Canada",2,"free",0
"1186","R_3dVUYkiPJVoYKSz","Male",24,"$70,000 - $87,499",3,14,"Canada",1,"free",0
"1187","R_3fZrAWnt1ZcFfyD","Female",25,"$87,500 - $104,999",4,16,"Canada",4,"free",0
"1188","R_Y017O0d4xIpJ8XL","Female",21,"Prefer not to answer",NA,18,"Canada",3,"free",0
"1189","R_qR3BPfO6rzHWbgR","Male",28,"Less than $34,000",0,11,"Canada",3,"free",0
"1190","R_ZIV3ew4PTCUHvdT","Female",30,"Less than $34,000",0,22,"Canada",0,"free",0
"1191","R_2tsxMQJKhfezOos","Female",34,"More than $105,000",5,16,"Canada",3,"free",0
"1192","R_3IczdSrEyUeDbXS","Female",32,"$70,000 - $87,499",3,21,"Canada",1,"free",0
"1193","R_3EaSRNwqiIE38KV","Male",40,"$87,500 - $104,999",4,16,"Canada",3,"free",0
"1194","R_25Lb0qar2ZKnECC","Male",19,"$87,500 - $104,999",4,18,"Canada",4,"free",1
"1195","R_3PaAJJdfwVwIA8a","Female",22,"Less than $34,000",0,16,"Canada",3,"free",0
"1196","R_2Yh23IgCKLnUkNB","Male",22,"Less than $34,000",0,8,"Canada",2,"free",1
"1197","R_1hNq4VkdZPQOOD6","Female",35,"Prefer not to answer",NA,14,"Canada",0,"free",0
"1198","R_3RaWNJWFo3RLhSx","Male",29,"Less than $34,000",0,12,"Canada",2,"free",0
"1199","R_3HFHMxBaWZqpOU6","Female",53,"More than $105,000",5,18,"Canada",3,"free",0
"1200","R_21t61oQE3MhOI5X","Female",43,"$70,000 - $87,499",3,19,"Canada",2,"free",1
"1201","R_0jRQ7Cm8b1RWHUB","Female",29,"Less than $34,000",0,17,"Canada",4,"free",0
"1202","R_0pGPEnA5wFR6lzP","Male",26,"$70,000 - $87,499",3,16,"Canada",3,"free",0
"1203","R_3s4wAeZVmQK4hUQ","Female",75,"$34,000 - $49,999",1,13,"Canada",3,"free",0
"1204","R_1rfgCQeTSJyOR0g","Female",27,"Less than $34,000",0,16,"Canada",3,"free",0
"1205","R_3qk89tRvkVbvHIm","Male",23,"Prefer not to answer",NA,14,"Canada",1,"free",0
"1206","R_3qKTTkKnRqH9Bcd","Female",42,"More than $105,000",5,21,"Canada",3,"free",0
"1207","R_3rUmOh79wUaH2LT","Female",70,"More than $105,000",5,16,"Canada",3,"free",1
"1208","R_33eUAf9yjKFRtOq","Female",27,"$50,000 - $69,999",2,18,"Canada",3,"free",0
"1209","R_3310MDRiTwZHLJQ","Female",66,"Prefer not to answer",NA,18,"Canada",2,"free",0
"1210","R_VKCLvxyHM9YwaSB","Female",41,"More than $105,000",5,16,"Canada",3,"free",0
"1211","R_3wSLpfBcFBMqm9H","Female",30,"More than $105,000",5,7,"Canada",3,"free",1
"1212","R_1n3g5Lif3uSPBnI","Female",68,"$70,000 - $87,499",3,15,"Canada",1,"free",0
"1213","R_12rJNKHbM6IZa6s","Female",58,"$87,500 - $104,999",4,18,"Canada",4,"free",0
"1214","R_wTrYFwdh6Lx2HUB","Female",45,"More than $105,000",5,18,"Canada",4,"free",0
"1215","R_1LMz4GxBYqT0cmR","Female",29,"Less than $34,000",0,22,"Canada",3,"free",0
"1216","R_3PBPakucU9fy6eR","Male",39,"$87,500 - $104,999",4,27,"Canada",3,"free",1
"1217","R_1feoc3Yo7UiYLCT","Female",40,"More than $105,000",5,18,"Canada",4,"free",0
"1218","R_PBBHGJSFjCsL7Ud","Female",28,"$50,000 - $69,999",2,15,"Canada",3,"free",0
"1219","R_2DY6iTkvU9OKwlK","Male",21,"$70,000 - $87,499",3,16,"Canada",3,"free",0
"1220","R_2dGAf3AK8liMTXq","Female",29,"$70,000 - $87,499",3,17,"Canada",3,"free",0
"1221","R_3EoQCI4HeinIIRz","Male",29,"$34,000 - $49,999",1,14,"Canada",3,"free",0
"1222","R_2uCG0xo1iLaPhW1","Male",28,"$50,000 - $69,999",2,16,"Canada",2,"free",0
"1223","R_3DtOmVn9r4oCcuL","Female",24,"$87,500 - $104,999",4,18,"Canada",4,"free",0
"1224","R_plwRuplm1sWHOQp","Male",25,"$87,500 - $104,999",4,20,"Canada",3,"free",0
"1225","R_3r0N4Fdc2k1gCd2","Male",22,"Less than $34,000",0,8,"Canada",1,"free",0
"1226","R_Cgd5pazd5EYiRUJ","Female",31,"$50,000 - $69,999",2,19,"Canada",0,"free",0
"1227","R_3hrLC4AoFmtth4E","Male",30,"$50,000 - $69,999",2,18,"Canada",3,"free",0
"1228","R_2tncR0BmxqKZ5Dc","Female",28,"$50,000 - $69,999",2,16,"Canada",3,"free",0
"1229","R_a9H27CLrfpAApAB","Female",69,"$50,000 - $69,999",2,20,"Canada",3,"free",1
"1230","R_3qHItwqfm8t6u26","Female",19,"Less than $34,000",0,13,"Canada",2,"free",0
"1231","R_AG31Tst8uxoNAvn","Male",36,"More than $105,000",5,4,"Canada",2,"free",0
"1232","R_Yb71cfdaijwqLa9","Female",60,"More than $105,000",5,19,"Canada",3,"free",1
"1233","R_1imLh0t538ojKAj","Female",42,"More than $105,000",5,19,"Canada",3,"free",0
"1234","R_12h8FDQqr52Tolg","Female",37,"More than $105,000",5,18,"Canada",2,"free",0
"1235","R_1nZ0IUYNgVxENPa","Female",31,"$87,500 - $104,999",4,22,"Canada",2,"free",0
"1236","R_XtdLgXnwpqVFpbH","Female",30,"$87,500 - $104,999",4,17,"Canada",3,"free",1
"1237","R_1K3bsDwBbHuja6x","Male",46,"$87,500 - $104,999",4,8,"Canada",4,"free",0
"1238","R_30l6KsMYg06Ugc4","Male",30,"$50,000 - $69,999",2,17,"Canada",4,"free",1
"1239","R_3nBm42zZEbGe92C","Female",30,"$50,000 - $69,999",2,18,"Canada",4,"free",0
"1240","R_1QgXt4YCiO0MNoS","Male",36,"More than $105,000",5,16,"Canada",2,"free",0
"1241","R_3hmUcb88BJ5ftvb","Male",37,"Prefer not to answer",NA,17,"Canada",4,"free",0
"1242","R_wKMJP8luHIlJzwd","Female",19,"$70,000 - $87,499",3,14,"Canada",2,"free",0
"1243","R_2PwnH4IxcE0MONu","Male",24,"$34,000 - $49,999",1,16,"Canada",3,"free",1
"1244","R_tRoaBbpICU80Esp","Male",46,"$87,500 - $104,999",4,8,"Canada",2,"free",0
"1245","R_3dR1KFKca03HAoJ","Male",41,"More than $105,000",5,16,"Canada",3,"free",0
"1246","R_22zXH9Zf6fhnbmL","Male",43,"More than $105,000",5,15,"Canada",4,"free",0
"1247","R_28D70fTezDMcT3h","Female",29,"More than $105,000",5,18,"Canada",3,"free",0
"1248","R_3HqohcQDb3lGlvT","Male",34,"$34,000 - $49,999",1,15,"Canada",2,"free",0
"1249","R_2AFINvuKMvwBpuI","Male",37,"Prefer not to answer",NA,17,"Canada",4,"free",0
"1250","R_NWrwa96Fq0LiAzn","Female",69,"Less than $34,000",0,14,"Canada",2,"free",0
"1251","R_1mgafRlmHNVKAyL","Female",48,"$87,500 - $104,999",4,20,"Canada",2,"free",0
"1252","R_2tMwg5bWWA8Cztb","Female",32,"$70,000 - $87,499",3,18,"Canada",4,"free",0
"1253","R_3qrskyakRwESAWV","Female",31,"$50,000 - $69,999",2,24,"Canada",3,"free",1
"1254","R_2s1fRpxpHNHMXQh","Female",35,"More than $105,000",5,17,"Canada",4,"free",0
"1255","R_3EygiIz1Pixhwiu","Female",25,"$34,000 - $49,999",1,20,"Canada",0,"free",0
"1256","R_2waDKjHMrO781sL","Male",45,"Less than $34,000",0,24,"Canada",4,"free",0
"1257","R_3QPGJ3GIHwYsLXC","Male",38,"More than $105,000",5,18,"Canada",2,"free",0
"1258","R_3FIgKMls42wTohk","Male",37,"Prefer not to answer",NA,17,"Canada",4,"free",0
"1259","R_1BQ6cWzKEFJqiOB","Female",37,"$70,000 - $87,499",3,15,"Canada",2,"free",0
"1260","R_2DTsWgmdYULiQVB","Female",41,"Less than $34,000",0,18,"Canada",3,"free",0
"1261","R_2v2j40YVnpMdF1O","Female",29,"$34,000 - $49,999",1,16,"Canada",1,"free",0
"1262","R_30cz5ukp91kQ5EY","Male",34,"$70,000 - $87,499",3,16,"Canada",3,"free",0
"1263","R_xrAnr8GcVy4g86J","Male",46,"More than $105,000",5,21,"Canada",3,"free",0
"1264","R_32RDIFCi36zodfz","Female",22,"$34,000 - $49,999",1,16,"Canada",2,"free",0
"1265","R_2whJ3YHL8xjb2DP","Male",39,"$87,500 - $104,999",4,15,"Canada",2,"free",1
"1266","R_1N3RbnTVfdKU6sQ","Male",40,"$87,500 - $104,999",4,18,"Canada",4,"free",0
"1267","R_2XcESvGbNB8FK6e","Female",29,"More than $105,000",5,21,"Canada",3,"free",0
"1268","R_AMWfgDXZjBGRlU5","Male",22,"$50,000 - $69,999",2,17,"Canada",1,"free",0
"1269","R_2S0m2rqlgVN9E4s","Male",31,"$50,000 - $69,999",2,16,"Canada",3,"free",0
"1270","R_5uvMEyAowOw6qLD","Female",37,"$87,500 - $104,999",4,25,"Canada",3,"free",0
"1271","R_268SphHqtoMx7hg","Female",56,"$87,500 - $104,999",4,14,"Canada",2,"free",0
"1272","R_2eapMWUBKzfo9A7","Male",62,"Prefer not to answer",NA,13,"Canada",3,"free",0
"1273","R_2f6SFsgKQGhQNEU","Male",23,"Less than $34,000",0,16,"Canada",2,"free",1
"1274","R_20NGhRvUPPnFCTN","Female",35,"$50,000 - $69,999",2,15,"Canada",3,"free",0
"1275","R_2Tz0roJFvyYAasr","Female",49,"$70,000 - $87,499",3,18,"Canada",4,"free",1
"1276","R_3iC2vTnuLCEew5v","Male",45,"Less than $34,000",0,16,"Canada",2,"free",0
"1277","R_1cV34MsExKpwSFU","Female",19,"Less than $34,000",0,14,"Canada",4,"free",0
"1278","R_2ZJqG5FIT0vh8AL","Female",43,"$70,000 - $87,499",3,17,"Canada",4,"free",1
"1279","R_xcuRHQo59EB6Igh","Male",57,"$70,000 - $87,499",3,16,"Canada",1,"free",1
