StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Consent,MrAB1,Game1_1_1,Game1_1_2,Game1_2_1,Game1_2_2,Drink1,Gym1 _1,Gym1 _2,Gym1 _3,Jacket1,Game2_1_1,Game2_1_2,Game2_2_1,Game2_2_2,MrAB2,"Play2 ","Plane2 ",MrAB3,Game3_1 _1,Game3_1 _2,Game3_2_1,Game3_2_2,Jacket2,Gym2 _1,Gym2 _2,Gym2 _3,"MrAB4 ","Play1 ","Plane1 ",Drink2,fin_lit1,fin_lit2,fin_lit3,fin_lit4,Att_check,Gender,"Age ",Income,Education,Residence,Native language,Debriefing,R
2022-09-16 12:46:05,2022-09-16 13:02:48,IP Address,100,1002,True,2022-09-16 13:02:48,R_2rAdZDJHcwsC0Sb,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,0,5,0,10,5,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,0,5,0,10,A,No,Consider it a gift and not pay for the coupon.,A,0,10,0,10,Yes,3,"Strongly agree

1
","Strongly disagree

5
",B,No,Consider it a gift and not pay for the coupon.,3,I do not know,Less than today,False,There is no relationship,Very serious,Female,30,11 000 € – 13 700 €,12,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-16 13:35:09,2022-09-16 13:42:19,IP Address,100,429,True,2022-09-16 13:42:19,R_vMo4puKOJVTtl6h,anonymous,PT,0.8999999761581421,I agree to participate in the research,B,10,10,10,15,50,2,"Strongly agree
1","Strongly agree
1",Yes,5,10,10,10,A,Yes,Pay your friend 10 € for the coupon.,No difference,10,10,15,15,Yes,"Strongly disagree

5
","Strongly disagree

5
","Strongly agree

1
",B,Yes,Consider it a gift and not pay for the coupon.,100,Exactly 102 €,More than today,True,They collapse,Not serious at all,Female,28,Less than 5500 €,18,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-16 13:37:13,2022-09-16 13:49:32,IP Address,100,738,True,2022-09-16 13:49:32,R_6VY1z0YaeVf6ngB,anonymous,PT,0.699999988079071,I agree to participate in the research,A,5,10,10,10,8,3,"Strongly disagree
5","Strongly disagree
5",Yes,5,10,10,10,A,No,Pay your friend 10 € for the coupon.,B,5,10,10,10,Yes,3,"Strongly disagree

5
","Strongly disagree

5
",B,No,Pay your friend 10 € for the coupon.,2,Less than 102 €,I do not know,False,I do not know,Very serious,Female,20,8200 € – 11 000 €,13,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-16 13:38:59,2022-09-16 13:55:18,IP Address,100,978,True,2022-09-16 13:55:18,R_3dZNGszfekZQ1Et,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,5,5,10,15,10,"Strongly agree
1",3,2,No,5,10,5,15,A,Yes,Consider it a gift and not pay for the coupon.,A,5,5,5,10,No,"Strongly agree

1
",3,2,No difference,No,Consider it a gift and not pay for the coupon.,3,Exactly 102 €,Less than today,I do not know,I do not know,Moderately serious,Female,26,11 000 € – 13 700 €,12,Luxembourg,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-16 13:50:06,2022-09-16 13:56:14,IP Address,100,367,True,2022-09-16 13:56:14,R_2dtPb3MEuAPEeOR,anonymous,PT,0.699999988079071,I agree to participate in the research,A,5,10,10,10,8,3,"Strongly disagree
5","Strongly disagree
5",Yes,5,10,10,10,A,No,Pay your friend 10 € for the coupon.,B,5,10,10,10,Yes,3,"Strongly disagree

5
","Strongly disagree

5
",B,No,Pay your friend 10 € for the coupon.,3,Less than 102 €,I do not know,False,I do not know,Very serious,Female,20,8200 € – 11 000 €,13,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-16 13:50:14,2022-09-16 13:59:40,IP Address,100,566,True,2022-09-16 13:59:41,R_3dFzFfOpjrHRt6J,anonymous,PT,0.699999988079071,I agree to participate in the research,"No difference ",5,40,10,100,10,3,"Strongly disagree
5","Strongly disagree
5",Yes,5,40,10,100,A,Yes,Pay your friend 10 € for the coupon.,A,10,50,10,90,No,3,"Strongly disagree

5
","Strongly agree

1
",No difference,Yes,Pay your friend 10 € for the coupon.,5,More than 102 €,I do not know,False,I do not know,Very serious,Female,26,Less than 5500 €,15,Portugal,Romanian,I allow you to use the responses I provided in this study.,
2022-09-16 13:39:10,2022-09-16 14:01:02,IP Address,100,1311,True,2022-09-16 14:01:02,R_2rBjdMeuUDDVoOc,anonymous,PT,1,I agree to participate in the research,"No difference ",5,8,5,8,2.50,2,4,3,Yes,5,8,5,8,No difference,No,Pay your friend 10 € for the coupon.,B,5,8,5,10,Yes,2,4,4,No difference,No,Pay your friend 10 € for the coupon.,2,I do not know,I do not know,I do not know,I do not know,Very serious,Female,28,5500 € – 8200 €,12,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-16 13:52:42,2022-09-16 14:10:31,IP Address,100,1069,True,2022-09-16 14:10:31,R_3fU9I7iwHYI9BGH,anonymous,PT,1,I agree to participate in the research,A,0,0,0,0,5,2,4,4,No,0,5,0,5,No difference,No,Consider it a gift and not pay for the coupon.,B,0,5,0,5,No,2,4,"Strongly disagree

5
",B,No,Consider it a gift and not pay for the coupon.,5,More than 102 €,I do not know,I do not know,I do not know,Absolutely serious,Female,26,Prefer not to answer,19,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-16 13:53:29,2022-09-16 14:13:38,IP Address,100,1209,True,2022-09-16 14:13:39,R_1q39CBb7wz3xl8D,anonymous,PT,1,I agree to participate in the research,A,0,0,0,0,10,4,2,4,Yes,5,5,5,5,A,No,Consider it a gift and not pay for the coupon.,B,5,5,5,5,Yes,4,3,4,A,No,Consider it a gift and not pay for the coupon.,5,Less than 102 €,I do not know,I do not know,I do not know,Absolutely serious,Female,35,13 700 € – 16 500 €,16,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-16 13:49:27,2022-09-16 14:16:18,IP Address,100,1610,True,2022-09-16 14:16:18,R_1PdX7nFv1biEGpg,anonymous,PT,1,I agree to participate in the research,A,0,5,0,5,3,"Strongly agree
1",4,"Strongly disagree
5",Yes,5,5,5,10,A,No,Pay your friend 10 € for the coupon.,A,5,10,10,10,No,3,4,3,B,No,Pay your friend 10 € for the coupon.,3,More than 102 €,I do not know,I do not know,I do not know,Absolutely serious,Female,32,Prefer not to answer,12,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-16 14:06:43,2022-09-16 14:16:43,IP Address,100,600,True,2022-09-16 14:16:44,R_3iJTFlX28pY14ar,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",0,0,0,0,10,3,3,3,No,5,5,5,5,No difference,No,Consider it a gift and not pay for the coupon.,No difference,5,5,10,10,No,2,3,3,No difference,No,Consider it a gift and not pay for the coupon.,10,More than 102 €,Less than today,False,I do not know,Moderately serious,Female,49,More than 27 000 €,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-16 14:14:09,2022-09-16 14:24:33,IP Address,100,623,True,2022-09-16 14:24:33,R_1QoLk58DiQw3T44,anonymous,PT,1,I agree to participate in the research,"No difference ",5,5,5,5,2.50,"Strongly agree
1","Strongly agree
1","Strongly agree
1",Yes,5,5,5,5,No difference,Yes,Consider it a gift and not pay for the coupon.,B,10,10,10,10,Yes,"Strongly agree

1
","Strongly agree

1
","Strongly agree

1
",A,No,Consider it a gift and not pay for the coupon.,1.50,More than 102 €,Less than today,I do not know,There is no relationship,Moderately serious,Female,48,Less than 5500 €,23,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-16 14:13:41,2022-09-16 14:24:37,IP Address,100,656,True,2022-09-16 14:24:38,R_2ckdlOsHLRWTGCu,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,0,5,0,10,10,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,0,5,0,10,A,No,"Pay some, but not the full amount for the coupon (for example, half the price).",B,0,10,0,10,No,3,3,"Strongly agree

1
",B,No,Pay your friend 10 € for the coupon.,10,I do not know,Less than today,I do not know,I do not know,Absolutely serious,Female,22,5500 € – 8200 €,12,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-16 14:14:50,2022-09-16 14:28:20,IP Address,100,810,True,2022-09-16 14:28:21,R_3sbsN96BwJmGWUq,anonymous,PT,1,I agree to participate in the research,A,0,5,0,10,5,3,4,2,Yes,5,6,5,10,A,No,Consider it a gift and not pay for the coupon.,B,10,10,10,10,Yes,3,4,2,B,No,Consider it a gift and not pay for the coupon.,3,Exactly 102 €,Exactly the same as today,I do not know,I do not know,Absolutely serious,Female,22,Less than 5500 €,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-16 13:03:55,2022-09-16 14:33:10,IP Address,100,5355,True,2022-09-16 14:33:11,R_2R3KMqdL4JtP90s,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,0,0,0,0,10,4,2,3,No,5,5,5,5,B,Yes,Consider it a gift and not pay for the coupon.,B,5,5,5,10,No,4,2,3,B,Yes,Consider it a gift and not pay for the coupon.,5,I do not know,Less than today,False,I do not know,Absolutely serious,Female,31,Less than 5500 €,19,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-16 14:19:10,2022-09-16 14:42:11,IP Address,100,1380,True,2022-09-16 14:42:11,R_1rrloZPscdTEo59,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,5,5,10,10,5,2,4,3,Yes,5,8,5,10,A,No,Consider it a gift and not pay for the coupon.,B,5,5,10,10,Yes,2,4,3,B,No,Consider it a gift and not pay for the coupon.,5,More than 102 €,Less than today,False,I do not know,Absolutely serious,Female,26,Less than 5500 €,17,Portugal,Brazilian Portuguese,I allow you to use the responses I provided in this study.,
2022-09-16 14:30:15,2022-09-16 14:42:47,IP Address,100,752,True,2022-09-16 14:42:48,R_2w1yrtTNCDhits0,anonymous,PT,1,I agree to participate in the research,"No difference ",0,5,0,5,2,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,0,5,0,5,No difference,No,Consider it a gift and not pay for the coupon.,B,5,10,5,10,Yes,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",A,No,Pay your friend 10 € for the coupon.,1,More than 102 €,Less than today,False,There is no relationship,Slightly serious,Female,68,Prefer not to answer,12,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-16 14:33:43,2022-09-16 14:48:16,IP Address,100,872,True,2022-09-16 14:48:16,R_DduHo6mrUqCV4iZ,anonymous,PT,1,I agree to participate in the research,"No difference ",0,5,0,10,2,"Strongly agree
1","Strongly disagree
5",3,No,1,5,1,10,A,Yes,Consider it a gift and not pay for the coupon.,B,1,5,1,10,No,2,4,3,B,No,Consider it a gift and not pay for the coupon.,2,More than 102 €,Less than today,False,I do not know,Absolutely serious,Male,30,More than 27 000 €,17,Ireland,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-16 14:43:11,2022-09-16 14:50:55,IP Address,100,463,True,2022-09-16 14:50:55,R_3LclJ70RZuw0OPd,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,5,5,10,10,2,2,"Strongly disagree
5",4,No,5,5,10,10,A,No,Consider it a gift and not pay for the coupon.,B,5,5,10,10,No,3,3,2,B,No,Consider it a gift and not pay for the coupon.,2,More than 102 €,Less than today,False,I do not know,Very serious,Male,30,Prefer not to answer,26,Portugal,Brazilian Portuguese,I allow you to use the responses I provided in this study.,
2022-09-16 15:10:31,2022-09-16 15:21:26,IP Address,100,654,True,2022-09-16 15:21:26,R_3m8gJgYJm1AqYjj,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,5,5,10,10,1.50,3,3,3,Yes,5,6,10,10,A,Yes,Pay your friend 10 € for the coupon.,A,10,10,10,10,Yes,3,3,3,B,No,Pay your friend 10 € for the coupon.,1,More than 102 €,Less than today,False,There is no relationship,Moderately serious,Female,29,11 000 € – 13 700 €,14,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-16 15:44:28,2022-09-16 15:51:11,IP Address,100,402,True,2022-09-16 15:51:12,R_1hRT8hGIl7ZbRMS,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,5,5,5,5,2,"Strongly disagree
5",4,4,No,5,5,5,5,B,Yes,Pay your friend 10 € for the coupon.,B,10,10,5,5,No,"Strongly disagree

5
","Strongly disagree

5
",4,A,Yes,Consider it a gift and not pay for the coupon.,2,I do not know,I do not know,I do not know,I do not know,Moderately serious,Female,31,Less than 5500 €,12,Portugal,German,I allow you to use the responses I provided in this study.,
