"","subject","Gender","Age","Income","Education","Residence","Country","NativeLanguage","FinancialLiteracy","attention_check_grater_than_3","attention_check_grater_than_2","loi_lower_than_loiX0_33","native_language_is_country_language","coupon","response","numeric_income"
"181","R_RDdzzxBolxRskzD","Female","25","Less than 20000€","17","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",1,0
"182","R_2z61G3sOdR4UVVa","Female","21","Prefer not to answer","15","Austria","Austria","German",2,FALSE,TRUE,FALSE,TRUE,"free",1,NA
"183","R_3q9hmOtJVYA53vw","Female","27","Less than 20000€","20","Austria","Austria","German",1,TRUE,TRUE,FALSE,TRUE,"free",0,0
"184","R_12LSz9uFp0FpAzp","Female","23","Less than 20000€","17","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",1,0
"185","R_3D2r7UB2GVw5mOo","Prefer not to say","21","Prefer not to answer","15","Austria","Austria","German",0,TRUE,TRUE,FALSE,TRUE,"free",0,NA
"186","R_3ehmYIGdUCqbDjX","Female","22","Less than 20000€","8","Austria","Austria","German",2,TRUE,TRUE,FALSE,TRUE,"free",0,0
"187","R_3PjAqLoIyibuXuE","Male","25","30000 € - 40000 €","13","Austria","Austria","German",1,TRUE,TRUE,FALSE,TRUE,"free",0,2
"188","R_rqpeRTZjs5G1gEp","Prefer not to say","30","Prefer not to answer","15","Austria","Austria","German",0,FALSE,FALSE,FALSE,TRUE,"free",0,NA
"189","R_2Yn9ODDN7EGpYrF","Female","22","Less than 20000€","15","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"190","R_sHlvHsPshvzgzZv","Male","24","20000 € - 30000 €","12","Austria","Austria","Other",2,TRUE,TRUE,FALSE,FALSE,"free",0,1
"191","R_2335VoyE40ruJqc","Male","30","More than 60000 €","9","Austria","Austria","German",3,FALSE,TRUE,FALSE,TRUE,"free",0,5
"192","R_11jVPb0wTYmIy6k","Female","24","30000 € - 40000 €","9","Austria","Austria","German",0,TRUE,TRUE,FALSE,TRUE,"free",0,2
"193","R_3CPgpNMX8pbyP3B","Female","38","20000 € - 30000 €","22","Austria","Austria","German",4,TRUE,TRUE,FALSE,TRUE,"free",0,1
"194","R_2CB9lg3dAG545Jo","Non-binary / third gender","23","Less than 20000€","9","Austria","Austria","German",2,TRUE,TRUE,FALSE,TRUE,"free",1,0
"195","R_b1nEo9uOqxYP37X","Female","35","20000 € - 30000 €","10","Austria","Austria","German",2,TRUE,TRUE,FALSE,TRUE,"free",0,1
"196","R_1CmfEWy2RPEI84E","Male","19","Less than 20000€","12","Austria","Austria","Other",2,TRUE,TRUE,FALSE,FALSE,"free",0,0
"197","R_12AATmTuIuwX4bC","Female","29","20000 € - 30000 €","10","Austria","Austria","German",3,TRUE,TRUE,TRUE,TRUE,"free",0,1
"198","R_1opzcFoQX96z6Bw","Female","47","Less than 20000€","13","Austria","Austria","German",2,TRUE,TRUE,FALSE,TRUE,"free",0,0
"199","R_eypsGRuPhzfHPYR","Male","28","20000 € - 30000 €","18","Austria","Austria","French",3,FALSE,TRUE,FALSE,FALSE,"free",0,1
"200","R_uh4oxraQjcMeUQV","Female","30","Less than 20000€","21","Austria","Austria","Italian",1,TRUE,TRUE,FALSE,FALSE,"free",0,0
"201","R_W236lqhuIEdcj7j","Female","23","Prefer not to answer","17","Austria","Austria","Other",2,TRUE,TRUE,FALSE,FALSE,"free",0,NA
"202","R_3DiOs88rn4N1H0d","Male","27","30000 € - 40000 €","19","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,2
"203","R_1jp8BkUdAtqTPdX","Female","24","Less than 20000€","9","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"204","R_3edVifqrKyjcbOl","Female","30","20000 € - 30000 €","8","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,1
"205","R_2TLu5gaIQGKl6TM","Female","22","Less than 20000€","8","Austria","Austria","German",2,TRUE,TRUE,FALSE,TRUE,"free",0,0
"206","R_2Yy8BrdIjRnKfrM","Female","23","Less than 20000€","16","Austria","Austria","Other",2,TRUE,TRUE,FALSE,FALSE,"free",0,0
"207","R_33qdHfY7WjCd2oX","Male","32","Less than 20000€","24","Austria","Austria","German",2,FALSE,TRUE,FALSE,TRUE,"free",1,0
"208","R_yt0gx7zcDzlObOp","Female","40","30000 € - 40000 €","14","Austria","Austria","German",2,TRUE,TRUE,FALSE,TRUE,"free",1,2
"209","R_2ZHqFNkEeDuKJ6V","Female","31","Less than 20000€","9","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"210","R_25EjHXDCF5EAlMX","Female","52","Less than 20000€","13","Austria","Austria","German",1,FALSE,TRUE,FALSE,TRUE,"free",1,0
"211","R_1pSBDkbdlX9byP8","Female","29","20000 € - 30000 €","4","Austria","Austria","Other",1,TRUE,TRUE,FALSE,FALSE,"free",0,1
"212","R_1mDl0ZAivCpxiU9","Female","22","Less than 20000€","16","Austria","Austria","Italian",2,TRUE,TRUE,FALSE,FALSE,"free",0,0
"213","R_xErN6lCesT0Ul3j","Female","20","Prefer not to answer","13","Austria","Austria","German",2,TRUE,TRUE,FALSE,TRUE,"free",0,NA
"214","R_2fdiHlzbxubzi8B","Female","23","20000 € - 30000 €","14","Austria","Austria","German",2,TRUE,TRUE,FALSE,TRUE,"free",1,1
"215","R_XtzUu9i3Zp0LsRj","Female","30","20000 € - 30000 €","15","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,1
"216","R_1FDppyOIPc1FUVm","Male","30","20000 € - 30000 €","20","Austria","Austria","German",2,TRUE,TRUE,FALSE,TRUE,"free",1,1
"217","R_RhlRMiJjlznTe0N","Female","30","20000 € - 30000 €","12","Austria","Austria","German",0,TRUE,TRUE,FALSE,TRUE,"free",0,1
"218","R_2aE8OQ2Ezo5yIu1","Female","24","20000 € - 30000 €","18","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,1
"219","R_RnyQG9IP8ZXBks1","Female","35","Less than 20000€","20","Austria","Austria","German",2,TRUE,TRUE,FALSE,TRUE,"free",0,0
"220","R_2uyXWFo8oU3vdzM","Female","20","Less than 20000€","9","Austria","Austria","German",1,FALSE,FALSE,TRUE,TRUE,"free",0,0
"221","R_3lrkNSSBbfK2KdW","Female","25","Prefer not to answer","17","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,NA
"222","R_2eXPYdfCiIxpGsJ","Male","25","20000 € - 30000 €","18","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,1
"223","R_1QSNzIhkGmSZAMp","Female","24","Less than 20000€","17","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"224","R_uzjX1fvyM4twnEB","Female","24","Less than 20000€","18","Austria","Austria","German",2,TRUE,TRUE,FALSE,TRUE,"free",0,0
"225","R_vIf5VnTDkmuSs4F","Male","31","30000 € - 40000 €","24","Austria","Austria","German",3,FALSE,TRUE,FALSE,TRUE,"free",0,2
"226","R_2fvOTpwNmVBqUGm","Female","29","30000 € - 40000 €","15","Austria","Austria","German",2,FALSE,TRUE,FALSE,TRUE,"free",0,2
"227","R_11cngFihuZtQEti","Female","25","40000 € - 50000 €","16","Austria","Austria","Italian",2,TRUE,TRUE,FALSE,FALSE,"free",0,3
"228","R_3HRetemAtiOqKvx","Male","26","Less than 20000€","18","Austria","Austria","German",2,TRUE,TRUE,FALSE,TRUE,"free",0,0
"229","R_2wgF5tDV4HVTftL","Female","27","Less than 20000€","17","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"230","R_125veBZbsZdZtab","Male","25","20000 € - 30000 €","10","Austria","Austria","French",2,TRUE,TRUE,FALSE,FALSE,"free",0,1
"231","R_3irSRIH4boiJmGi","Male","22","20000 € - 30000 €","13","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",1,1
"232","R_1CkHxQbCV8jaKSy","Female","26","20000 € - 30000 €","10","Austria","Austria","German",2,FALSE,TRUE,FALSE,TRUE,"free",0,1
"233","R_3hcIe6HDcNOuxpu","Female","26","Less than 20000€","18","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"234","R_3oZpPipWfwv7miI","Male","29","30000 € - 40000 €","16","Austria","Austria","German",4,TRUE,TRUE,FALSE,TRUE,"free",0,2
"235","R_2VwOHPp3ofZujUt","Female","34","50000 € - 60000 €","18","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,4
"236","R_2E48ODqj2omjxDD","Female","19","Less than 20000€","13","Austria","Austria","German",1,TRUE,TRUE,FALSE,TRUE,"free",0,0
"237","R_29mMgwXBiL64XWF","Female","20","Less than 20000€","14","Austria","Austria","German",1,TRUE,TRUE,FALSE,TRUE,"free",0,0
"238","R_1nMVFcbuXzHDGcq","Female","18","Prefer not to answer","12","Austria","Austria","German",0,TRUE,TRUE,FALSE,TRUE,"free",0,NA
"239","R_SNc1eAvMvVRJ9wl","Female","19","Prefer not to answer","12","Austria","Austria","Other",0,TRUE,TRUE,FALSE,FALSE,"free",0,NA
"240","R_2Sl7tdJnyu5HctZ","Male","19","Less than 20000€","12","Austria","Austria","German",0,TRUE,TRUE,FALSE,TRUE,"free",0,0
"241","R_3L5agpIoOjxzetQ","Male","21","Less than 20000€","14","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"242","R_2tCZ89TdrR6wckv","Male","23","Less than 20000€","17","Austria","Austria","Other",3,TRUE,TRUE,FALSE,FALSE,"free",1,0
"243","R_RXHjqQV6jksyS77","Male","31","20000 € - 30000 €","20","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,1
"244","R_3Jn4Mm0mXQ3lVmT","Non-binary / third gender","31","20000 € - 30000 €","20","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,1
"245","R_1igvCAC4cTVsnzd","Female","33","30000 € - 40000 €","13","Austria","Austria","German",1,TRUE,TRUE,FALSE,TRUE,"free",0,2
"246","R_2rUCvdyDd2s4amn","Female","22","Less than 20000€","16","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"247","R_2tngafGSWXPtVOO","Female","22","Less than 20000€","15","Austria","Austria","German",1,FALSE,TRUE,FALSE,TRUE,"free",1,0
"248","R_wZbAtcCpUC0PWXD","Female","50","20000 € - 30000 €","13","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",1,1
"249","R_2uL092nx759b7lt","Female","27","20000 € - 30000 €","20","Austria","Austria","German",2,FALSE,TRUE,FALSE,TRUE,"free",1,1
"250","R_O9Cy09ljfolFpZf","Female","24","Less than 20000€","17","Austria","Austria","German",1,TRUE,TRUE,FALSE,TRUE,"free",0,0
"251","R_2uxrYaXjxs9lFlr","Male","26","30000 € - 40000 €","20","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,2
"252","R_24oQEIEewJccBbw","Male","24","20000 € - 30000 €","9","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,1
"253","R_0MWQLRMvqzEqUGB","Female","23","Less than 20000€","7","Austria","Austria","Other",2,TRUE,TRUE,FALSE,FALSE,"free",0,0
"254","R_3Emv6bUGahQuyWt","Male","25","20000 € - 30000 €","16","Austria","Austria","German",4,FALSE,TRUE,FALSE,TRUE,"free",0,1
"255","R_3sbu9nXRnyIHKJ8","Female","37","50000 € - 60000 €","30","Austria","Austria","German",4,TRUE,TRUE,FALSE,TRUE,"free",0,4
"256","R_1KqZhWjKBupWsqy","Male","54","40000 € - 50000 €","16","Austria","Austria","German",3,FALSE,FALSE,FALSE,TRUE,"free",1,3
"257","R_1Q0z7t0iWBuxf0X","Female","23","20000 € - 30000 €","15","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,1
"258","R_3r020pnBdUYxkSx","Male","26","20000 € - 30000 €","16","Austria","Austria","German",3,FALSE,TRUE,FALSE,TRUE,"free",0,1
"259","R_10ZPPoUJcUuwx0W","Female","19","20000 € - 30000 €","12","Austria","Austria","German",2,FALSE,TRUE,FALSE,TRUE,"free",1,1
"260","R_3ReKP81jrFV8ElX","Female","32","50000 € - 60000 €","20","Austria","Austria","German",4,TRUE,TRUE,FALSE,TRUE,"free",0,4
"261","R_1mUvASNGaKO3q8U","Male","24","Prefer not to answer","16","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,NA
"262","R_ujPK0bRgTswyHnj","Female","34","50000 € - 60000 €","12","Austria","Austria","Romanian",3,TRUE,TRUE,FALSE,FALSE,"free",0,4
"263","R_01EVG5DAaxe2y3f","Female","30","20000 € - 30000 €","21","Austria","Austria","German",0,TRUE,TRUE,FALSE,TRUE,"free",0,1
"264","R_3f0VOahAebsZHVf","Male","24","20000 € - 30000 €","16","Austria","Austria","Other",3,FALSE,TRUE,FALSE,FALSE,"free",0,1
"265","R_3HChIniDBf8WdE5","Female","33","20000 € - 30000 €","20","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,1
"266","R_3HnOP7h1RHmcRYw","Male","23","Less than 20000€","16","Austria","Austria","German",2,TRUE,TRUE,FALSE,TRUE,"free",0,0
"267","R_2s1lk6adGygrWUx","Male","24","Less than 20000€","14","Germany","Austria","German",1,TRUE,TRUE,FALSE,TRUE,"free",0,0
"268","R_3g9TP572SNc7XQl","Male","21","Less than 20000€","14","Austria","Austria","German",4,TRUE,TRUE,FALSE,TRUE,"free",0,0
"269","R_2Bba9u7P8NrcZmT","Female","32","Less than 20000€","9","Austria","Austria","German",2,TRUE,TRUE,FALSE,TRUE,"free",0,0
"270","R_snWMcZo2zObZ5cZ","Female","27","Less than 20000€","16","Austria","Austria","Dutch",3,TRUE,TRUE,TRUE,FALSE,"free",0,0
"271","R_2th62iUX00PkbgA","Female","20","Less than 20000€","15","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"272","R_2odoh9sfg4sQrwR","Female","67","40000 € - 50000 €","14","Austria","Austria","Turkish",2,TRUE,TRUE,TRUE,FALSE,"free",0,3
"273","R_1LiNAA4zQIfTBlA","Female","68","30000 € - 40000 €","18","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,2
"274","R_1CfHcSeC9h9yTrg","Non-binary / third gender","23","20000 € - 30000 €","11","Austria","Austria","German",1,TRUE,TRUE,FALSE,TRUE,"free",0,1
"275","R_3Du5j0mdRlfYDfR","Female","49","Less than 20000€","15","Austria","Austria","German",2,TRUE,TRUE,FALSE,TRUE,"free",1,0
"276","R_1K852ZYHWoP8eGS","Female","20","Less than 20000€","14","Austria","Austria","German",1,TRUE,TRUE,FALSE,TRUE,"free",0,0
"277","R_2fpyBj2Xtcck3Ir","Non-binary / third gender","28","20000 € - 30000 €","13","Austria","Austria","German",1,TRUE,TRUE,FALSE,TRUE,"free",0,1
"278","R_2U5iIDdfYPJt02T","Male","38","20000 € - 30000 €","10","Austria","Austria","German",2,TRUE,TRUE,FALSE,TRUE,"free",0,1
"279","R_2Sv53IDtDTHJgVC","Female","28","30000 € - 40000 €","12","Austria","Austria","Other",3,TRUE,TRUE,FALSE,FALSE,"free",0,2
"280","R_2pXCTYeRZReyiZ8","Female","23","20000 € - 30000 €","12","Austria","Austria","German",1,TRUE,TRUE,FALSE,TRUE,"free",0,1
"281","R_1gIrDiVTqYK1meY","Male","35","20000 € - 30000 €","5","Austria","Austria","German",4,TRUE,TRUE,FALSE,TRUE,"free",0,1
"282","R_Wr3grOlbezVi5jP","Non-binary / third gender","19","Less than 20000€","11","Austria","Austria","German",2,TRUE,TRUE,TRUE,TRUE,"free",0,0
"283","R_Rep0HLUJeq5Ebv3","Female","25","20000 € - 30000 €","14","Austria","Austria","German",1,TRUE,TRUE,FALSE,TRUE,"free",0,1
"284","R_ZDmKR4D1njHy2gp","Female","22","Less than 20000€","15","Austria","Austria","German",2,FALSE,TRUE,FALSE,TRUE,"free",0,0
"285","R_3rOrbNSOj3Wot8E","Female","28","20000 € - 30000 €","8","Austria","Austria","German",2,FALSE,TRUE,FALSE,TRUE,"free",0,1
"286","R_3JIyh2d630xfpOt","Prefer not to say","21","20000 € - 30000 €","15","Austria","Austria","French",4,TRUE,TRUE,FALSE,FALSE,"free",0,1
"287","R_OwDXOQOCls5O33X","Male","33","40000 € - 50000 €","18","Austria","Austria","European Portuguese",2,TRUE,TRUE,TRUE,FALSE,"free",0,3
"288","R_OvtLTu2p45J3k6B","Male","24","Less than 20000€","17","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"289","R_1OpFOpIQmhS0eBf","Male","40","40000 € - 50000 €","8","Austria","Austria","German",4,TRUE,TRUE,FALSE,TRUE,"free",0,3
"290","R_cunQlVIQnmtCafn","Female","19","Less than 20000€","14","Austria","Austria","German",1,TRUE,TRUE,FALSE,TRUE,"free",0,0
"291","R_3p6d6IpFAwMvnsE","Male","32","30000 € - 40000 €","12","Austria","Austria","German",3,TRUE,TRUE,TRUE,TRUE,"free",1,2
"292","R_1hZ4JZ61XuuYkRC","Female","28","50000 € - 60000 €","17","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,4
"293","R_2ckeJ5HoW5EaLkU","Female","22","Less than 20000€","7","Austria","Austria","German",2,TRUE,TRUE,FALSE,TRUE,"free",0,0
"294","R_1OMFx5818vk9sgC","Female","34","30000 € - 40000 €","12","Austria","Austria","Italian",3,TRUE,TRUE,FALSE,FALSE,"free",1,2
"295","R_3ncrDGajGxTm4ka","Female","34","20000 € - 30000 €","16","Austria","Austria","German",2,FALSE,TRUE,FALSE,TRUE,"free",0,1
"296","R_12lubvGTUNJrVVc","Male","36","40000 € - 50000 €","11","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,3
"297","R_3g5TxGf9LXOTHt3","Non-binary / third gender","20","Less than 20000€","15","Austria","Austria","German",0,TRUE,TRUE,FALSE,TRUE,"free",0,0
"298","R_vGM7VBZPKHOsBFv","Female","25","Less than 20000€","14","Austria","Austria","Italian",1,TRUE,TRUE,TRUE,FALSE,"free",0,0
"299","R_3EnCbeND5jIV979","Female","29","20000 € - 30000 €","13","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,1
"300","R_2ahSv1HOS8KhB51","Female","21","20000 € - 30000 €","15","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,1
"301","R_1FhrwehsMjmy1We","Female","25","30000 € - 40000 €","18","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,2
"302","R_3nrBd7IDfzXqtf6","Female","31","40000 € - 50000 €","16","Austria","Austria","German",2,TRUE,TRUE,TRUE,TRUE,"free",0,3
"303","R_2WVfXtllI5GBNbT","Female","20","Prefer not to answer","14","Austria","Austria","German",2,FALSE,TRUE,FALSE,TRUE,"free",0,NA
"304","R_vJoLLhX22duztux","Male","28","20000 € - 30000 €","12","Austria","Austria","German",2,TRUE,TRUE,TRUE,TRUE,"free",0,1
"305","R_ClewUGf3mrh5pPX","Female","18","Less than 20000€","11","Austria","Austria","Turkish",0,TRUE,TRUE,TRUE,FALSE,"free",0,0
"306","R_2aQbkz18I0858ch","Prefer not to say","54","40000 € - 50000 €","9","Austria","Austria","German",2,TRUE,TRUE,TRUE,TRUE,"free",0,3
"307","R_3NBUiOhoJdPezdt","Male","22","Less than 20000€","15","Austria","Austria","German",4,FALSE,TRUE,FALSE,TRUE,"free",0,0
"308","R_3NwjLpxiQmmJ2TO","Female","31","Less than 20000€","13","Austria","Austria","German",0,TRUE,TRUE,FALSE,TRUE,"free",0,0
"309","R_cCmqya32GFr7Kc9","Male","24","20000 € - 30000 €","13","Austria","Austria","German",4,TRUE,TRUE,FALSE,TRUE,"free",0,1
"310","R_2uP6QfnpNk4gwll","Male","25","Less than 20000€","13","Austria","Austria","German",3,FALSE,TRUE,FALSE,TRUE,"free",1,0
"311","R_1CmxxMlbQNCUZR2","Female","24","Less than 20000€","18","Austria","Austria","German",2,TRUE,TRUE,FALSE,TRUE,"free",0,0
"312","R_1nONis291E8wyAa","Male","25","Less than 20000€","16","Austria","Austria","German",4,TRUE,TRUE,FALSE,TRUE,"free",1,0
"313","R_24IWpw2lOmCMhFU","Female","21","Less than 20000€","14","Austria","Austria","German",3,FALSE,TRUE,FALSE,TRUE,"free",0,0
"314","R_1DI5iHobmfemjXU","Male","29","20000 € - 30000 €","13","Austria","Austria","German",1,TRUE,TRUE,FALSE,TRUE,"free",0,1
"315","R_2zBhITGkdBmS96u","Female","26","Less than 20000€","19","Austria","Austria","German",1,TRUE,TRUE,FALSE,TRUE,"free",0,0
"316","R_21H6Vu7VOHjCiWX","Female","22","Less than 20000€","15","Germany","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"317","R_24jgjnLbm48yygp","Female","52","Less than 20000€","15","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"318","R_8IFgSpgwrQ8LbNL","Female","34","40000 € - 50000 €","16","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,3
"319","R_3lAHk1qE878DFME","Female","32","20000 € - 30000 €","23","Austria","Austria","German",1,FALSE,TRUE,FALSE,TRUE,"free",0,1
"320","R_1ePt3CigCEVRM9b","Female","25","20000 € - 30000 €","17","Austria","Austria","German",1,TRUE,TRUE,FALSE,TRUE,"free",0,1
"321","R_3fE6Fh4a4dGFEx2","Female","35","20000 € - 30000 €","18","Austria","Austria","German",1,TRUE,TRUE,FALSE,TRUE,"free",0,1
"322","R_SPfqmGFlbeVJ5MB","Male","18","20000 € - 30000 €","9","Austria","Austria","German",0,TRUE,TRUE,FALSE,TRUE,"free",1,1
"323","R_1JUPMw80HTRTIZM","Female","36","50000 € - 60000 €","20","Austria","Austria","German",4,TRUE,TRUE,FALSE,TRUE,"free",0,4
"324","R_1NnsRjE2jFu0R1O","Male","23","Less than 20000€","16","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",1,0
"325","R_2woWYWV13sQPayp","Female","22","Prefer not to answer","13","Austria","Austria","German",0,TRUE,TRUE,FALSE,TRUE,"free",0,NA
"326","R_3Jn4tKmL5CERI6q","Female","21","Less than 20000€","14","Austria","Austria","German",4,TRUE,TRUE,FALSE,TRUE,"free",0,0
"327","R_2zewjUpezpB4NxF","Female","21","Less than 20000€","10","Germany","Austria","German",2,FALSE,TRUE,FALSE,TRUE,"free",0,0
"328","R_3k5GwScRdKftxYY","Male","52","More than 60000 €","14","Germany","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",1,5
"329","R_2ymxexWUfayfdA2","Female","24","Less than 20000€","17","Germany","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"330","R_3oEDqMHuflI33An","Female","51","More than 60000 €","12","Germany","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",1,5
"331","R_1LbM0WXdN7nTBIh","Male","18","More than 60000 €","14","Germany","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,5
"332","R_3hstLTCnRMwq8l9","Female","39","30000 € - 40000 €","17","Austria","Austria","Hungarian",4,TRUE,TRUE,FALSE,FALSE,"free",0,2
"333","R_qO61bBSvpzwJtFD","Female","21","Less than 20000€","14","Austria","Austria","German",2,TRUE,TRUE,FALSE,TRUE,"free",0,0
"334","R_etit4k6r7eAJMGZ","Female","21","Less than 20000€","14","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",1,0
"335","R_2e2WLDXEu2IQWif","Female","24","Less than 20000€","9","Austria","Austria","German",0,FALSE,TRUE,FALSE,TRUE,"free",0,0
"336","R_3NWAfiwvZa0IAlv","Female","40","Less than 20000€","15","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",1,0
"337","R_2tKnmUHC4BQFW3Z","Female","29","Less than 20000€","17","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"338","R_1ifIQ1N3Zy7ynoH","Female","23","Less than 20000€","17","Austria","Austria","German",2,TRUE,TRUE,FALSE,TRUE,"free",0,0
"339","R_2RRhnewxlWuStFB","Female","25","Less than 20000€","19","Austria","Austria","German",1,FALSE,FALSE,FALSE,TRUE,"free",0,0
"340","R_YbiZdXhcwrYYiUF","Female","50","Prefer not to answer","11","Austria","Austria","German",2,TRUE,TRUE,FALSE,TRUE,"purchased",0,NA
"341","R_1puPa4dqnAjWUnB","Male","66","50000 € - 60000 €","18","Austria","Austria","German",4,TRUE,TRUE,FALSE,TRUE,"purchased",0,4
"342","R_eexGPMWuZPgFuH7","Female","27","20000 € - 30000 €","17","Austria","Austria","German",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,1
