StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,MrAB1,Game1_1_1,Game1_1_2,Game1_2_1,Game1_2_2,Drink1,Gym1 _1,Gym1 _2,Gym1 _3,Jacket1,Game2_1_1,Game2_1_2,Game2_2_1,Game2_2_2,MrAB2,"Play2 ","Plane2 ",MrAB3,Game3_1 _1,Game3_1 _2,Game3_2_1,Game3_2_2,Jacket2,Gym2_1,Gym2_2,Gym2_3,"MrAB4 ","Play1 ","Plane1 ",Drink2,fin_lit1,fin_lit2,fin_lit3,fin_lit4,Att_check,Gender,"Age ",Income,Education,Residence,Native language,Debriefing
2022-09-13 02:30:05,2022-09-13 02:37:06,IP Address,100,420,True,2022-09-13 02:37:07,R_1pmoNzQ8UlGQvSC,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,30,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",No,10,10,20,20,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,10,20,20,20,Yes,"Strongly disagree

5
",3,3,No difference,Yes,Pay your friend ￥20 for the coupon.,3,More than ￥1020,Less than today,I do not know,There is no relationship,Moderately serious,Male,25,Prefer not to answer,13,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-13 02:34:17,2022-09-13 02:45:46,IP Address,100,688,True,2022-09-13 02:45:47,R_31drbhu9AxCK9EI,anonymous,ZH-S,I agree to participate in the research,"No difference ",0,10,0,20,50,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",No,10,20,20,30,A,No,"Pay some, but not the full amount for the coupon (for example, half the price).",B,10,30,20,30,Yes,2,4,2,B,No,"Pay some, but not the full amount for the coupon (for example, half the price).",10,More than ￥1020,Less than today,False,They collapse,Absolutely serious,Female,20,More than ￥45000,14,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-13 02:46:37,2022-09-13 02:54:18,IP Address,100,460,True,2022-09-13 02:54:18,R_1ilEAPbBaBR7ruM,anonymous,ZH-S,I agree to participate in the research,"No difference ",10,10,20,20,20,"Strongly agree

1
","Strongly disagree

5
","Strongly agree

1
",Yes,10,20,20,25,No difference,No,Pay your friend ￥20 for the coupon.,B,20,20,20,20,Yes,"Strongly agree

1
","Strongly disagree

5
","Strongly agree

1
",A,Yes,Pay your friend ￥20 for the coupon.,10,More than ￥1020,Less than today,I do not know,I do not know,Very serious,Female,24,￥15000 - ￥22000,21,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-13 03:41:16,2022-09-13 03:47:29,IP Address,100,373,True,2022-09-13 03:47:30,R_26nxmCg7ZiQu53t,anonymous,ZH-S,I agree to participate in the research,"No difference ",10,20,20,40,50,2,4,2,Yes,10,20,20,40,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,20,40,20,40,No,2,4,2,B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",5,More than ￥1020,Less than today,False,I do not know,Absolutely serious,Female,21,More than ￥45000,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-13 03:46:58,2022-09-13 03:51:13,IP Address,100,254,True,2022-09-13 03:51:13,R_27VcGQ89HdiRGz6,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,10,"Strongly agree

1
","Strongly disagree

5
",3,Yes,10,10,20,20,A,Yes,Pay your friend ￥20 for the coupon.,B,10,20,20,20,Yes,"Strongly disagree

5
","Strongly disagree

5
","Strongly agree

1
",B,Yes,Pay your friend ￥20 for the coupon.,10,More than ￥1020,Less than today,False,There is no relationship,Absolutely serious,Male,24,More than ￥45000,18,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-13 05:41:34,2022-09-13 05:49:54,IP Address,100,500,True,2022-09-13 05:49:55,R_etSpuQApk4rncT7,anonymous,ZH-S,I agree to participate in the research,B,0,10,0,20,20,"Strongly disagree

5
","Strongly agree

1
",3,Yes,0,15,10,30,B,Yes,Consider it a gift and not pay for the coupon.,B,0,40,0,60,Yes,"Strongly disagree

5
","Strongly agree

1
",4,B,No,"Pay some, but not the full amount for the coupon (for example, half the price).",10,More than ￥1020,Less than today,False,They collapse,Very serious,Male,25,More than ￥45000,19,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-13 05:41:57,2022-09-13 05:51:06,IP Address,100,549,True,2022-09-13 05:51:07,R_pyk2G18VOkYdZE5,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,30,"Strongly agree

1
","Strongly disagree

5
",3,Yes,0,10,0,20,A,Yes,Consider it a gift and not pay for the coupon.,B,10,20,20,20,No,3,"Strongly disagree

5
","Strongly agree

1
",B,No,Pay your friend ￥20 for the coupon.,5,More than ￥1020,Less than today,False,They collapse,Very serious,Male,30,￥22000 - ￥30000,20,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-13 05:41:13,2022-09-13 05:51:10,IP Address,100,596,True,2022-09-13 05:51:10,R_240NdMV6ylKRa4N,anonymous,ZH-S,I agree to participate in the research,"No difference ",8,10,15,20,60,"Strongly agree

1
","Strongly disagree

5
",3,No,10,12,20,25,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,20,25,20,30,No,4,2,4,B,Yes,Pay your friend ￥20 for the coupon.,5,More than ￥1020,Less than today,False,They collapse,Very serious,Male,20,More than ￥45000,14,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-13 05:42:13,2022-09-13 05:52:38,IP Address,100,625,True,2022-09-13 05:52:39,R_xbH5yEws0Y7oPLz,anonymous,ZH-S,I agree to participate in the research,"No difference ",0,10,0,20,50,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",Yes,0,10,0,20,No difference,Yes,Consider it a gift and not pay for the coupon.,B,0,20,0,20,Yes,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",B,Yes,Consider it a gift and not pay for the coupon.,10,More than ￥1020,Less than today,False,They collapse,Absolutely serious,Male,30,More than ￥45000,18,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-13 05:48:52,2022-09-13 05:54:28,IP Address,100,335,True,2022-09-13 05:54:28,R_1f31kiMcXZicVDi,anonymous,ZH-S,I agree to participate in the research,A,10,15,20,30,50,4,4,3,Yes,10,15,20,30,A,No,Consider it a gift and not pay for the coupon.,B,10,20,20,30,No,4,4,2,B,Yes,Pay your friend ￥20 for the coupon.,5,More than ￥1020,Less than today,False,I do not know,Absolutely serious,Female,21,￥37500 - ￥45000,15,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-13 05:42:10,2022-09-13 05:56:44,IP Address,100,874,True,2022-09-13 05:56:45,R_WB5q30dhSVgmFYB,anonymous,ZH-S,I agree to participate in the research,A,10,20,22,35,5,4,"Strongly disagree

5
",2,No,10,20,22,50,A,Yes,Pay your friend ￥20 for the coupon.,A,10,20,22,35,No,4,"Strongly disagree

5
",2,B,Yes,Pay your friend ￥20 for the coupon.,5,More than ￥1020,Less than today,False,They collapse,Absolutely serious,Female,20,More than ￥45000,15,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-13 05:43:57,2022-09-13 05:58:20,IP Address,100,862,True,2022-09-13 05:58:20,R_1mlW4g1wiDXkLCA,anonymous,ZH-S,I agree to participate in the research,B,0,10,0,20,150,"Strongly disagree

5
","Strongly agree

1
",4,Yes,10,10,20,50,B,Yes,Pay your friend ￥20 for the coupon.,A,10,20,20,30,Yes,4,"Strongly disagree

5
",4,B,Yes,Pay your friend ￥20 for the coupon.,30,More than ￥1020,Less than today,False,There is no relationship,Very serious,Female,35,More than ￥45000,19,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-13 05:48:22,2022-09-13 05:58:58,IP Address,100,636,True,2022-09-13 05:58:59,R_1o0TZFFDsQ46RQD,anonymous,ZH-S,I agree to participate in the research,A,8,10,15,18,45,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",No,8,10,15,18,A,Yes,Consider it a gift and not pay for the coupon.,B,20,18,15,20,No,3,"Strongly disagree

5
","Strongly agree

1
",B,Yes,Consider it a gift and not pay for the coupon.,15,More than ￥1020,Less than today,I do not know,I do not know,Very serious,Female,30,Prefer not to answer,18,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-13 05:50:05,2022-09-13 06:01:29,IP Address,100,684,True,2022-09-13 06:01:31,R_DGHlGPVVTImYg49,anonymous,ZH-S,I agree to participate in the research,B,10,20,20,40,5,"Strongly disagree

5
","Strongly disagree

5
","Strongly disagree

5
",Yes,10,20,20,40,A,Yes,Pay your friend ￥20 for the coupon.,A,10,20,20,40,No,3,3,3,B,Yes,Pay your friend ￥20 for the coupon.,5,More than ￥1020,Less than today,False,There is no relationship,Very serious,Female,37,More than ￥45000,19,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-13 05:53:57,2022-09-13 06:02:07,IP Address,100,490,True,2022-09-13 06:02:08,R_1QgSrHmOVYjAobY,anonymous,ZH-S,I agree to participate in the research,"No difference ",10,20,20,40,50,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",No,10,20,20,40,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,20,40,20,40,No,"Strongly disagree

5
","Strongly agree

1
",3,B,Yes,Pay your friend ￥20 for the coupon.,20,More than ￥1020,Less than today,False,They collapse,Very serious,Male,24,More than ￥45000,18,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-13 05:51:58,2022-09-13 06:02:49,IP Address,100,651,True,2022-09-13 06:02:49,R_1Pdhpdnf1DvYdpe,anonymous,ZH-S,I agree to participate in the research,"No difference ",0,10,0,20,50,2,3,3,Yes,10,12,20,25,A,Yes,Consider it a gift and not pay for the coupon.,B,10,12,20,25,Yes,2,3,3,B,Yes,Consider it a gift and not pay for the coupon.,50,More than ￥1020,Less than today,False,They collapse,Moderately serious,Male,27,More than ￥45000,18,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-13 05:55:10,2022-09-13 06:07:55,IP Address,100,764,True,2022-09-13 06:07:55,R_1Qfw5co9z6humSa,anonymous,ZH-S,I agree to participate in the research,B,0,10,0,20,50,"Strongly agree

1
","Strongly disagree

5
",3,Yes,0,10,0,20,A,Yes,Pay your friend ￥20 for the coupon.,A,0,10,0,20,No,4,"Strongly disagree

5
","Strongly agree

1
",B,Yes,Pay your friend ￥20 for the coupon.,10,More than ￥1020,Less than today,False,They collapse,Moderately serious,Male,33,More than ￥45000,18,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-13 05:53:30,2022-09-13 06:08:38,IP Address,100,908,True,2022-09-13 06:08:39,R_1JLveROYyMqtKwk,anonymous,ZH-S,I agree to participate in the research,B,5,20,10,30,20,"Strongly agree

1
","Strongly disagree

5
",4,Yes,10,20,20,30,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,10,20,20,30,No,"Strongly disagree

5
","Strongly agree

1
",3,B,No,"Pay some, but not the full amount for the coupon (for example, half the price).",10,More than ￥1020,Less than today,False,They collapse,Moderately serious,Female,25,￥15000 - ￥22000,19,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-13 06:03:04,2022-09-13 06:10:27,IP Address,100,442,True,2022-09-13 06:10:27,R_1CJ6DCS9ex8VVnx,anonymous,ZH-S,I agree to participate in the research,B,0,10,0,20,10,"Strongly agree

1
",4,2,No,10,15,20,25,A,No,"Pay some, but not the full amount for the coupon (for example, half the price).",B,10,15,20,30,Yes,"Strongly disagree

5
",3,4,B,Yes,Pay your friend ￥20 for the coupon.,10,More than ￥1020,Less than today,False,They collapse,Very serious,Male,28,More than ￥45000,18.5,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-13 05:59:44,2022-09-13 06:11:26,IP Address,100,702,True,2022-09-13 06:11:27,R_2Sw5fdvRgCdzroE,anonymous,ZH-S,I agree to participate in the research,A,10,20,20,40,20,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",No,10,20,20,40,A,Yes,Pay your friend ￥20 for the coupon.,A,10,20,20,40,No,"Strongly disagree

5
","Strongly agree

1
","Strongly disagree

5
",B,Yes,Pay your friend ￥20 for the coupon.,10,More than ￥1020,Less than today,False,They collapse,Absolutely serious,Male,26,More than ￥45000,19,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-13 05:57:51,2022-09-13 06:12:01,IP Address,100,850,True,2022-09-13 06:12:02,R_6rrjVTPmooKskxP,anonymous,ZH-S,I agree to participate in the research,B,0,10,0,20,30,4,"Strongly disagree

5
",4,Yes,10,15,10,25,A,Yes,Pay your friend ￥20 for the coupon.,B,10,20,10,20,Yes,4,"Strongly disagree

5
",4,B,Yes,Pay your friend ￥20 for the coupon.,30,More than ￥1020,Less than today,False,They collapse,Very serious,Male,26,More than ￥45000,20,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-13 06:00:02,2022-09-13 06:12:11,IP Address,100,729,True,2022-09-13 06:12:12,R_1EiC7dLQGLnfBiP,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,30,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",Yes,10,10,20,20,No difference,Yes,Pay your friend ￥20 for the coupon.,B,10,20,20,20,No,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",B,Yes,Pay your friend ￥20 for the coupon.,20,More than ￥1020,Less than today,False,They collapse,Moderately serious,Female,29,Less than ￥15000,19,China,Chinese,I allow you to use the responses I provided in this study.
